,nb_id,old_longer_beginning,new_longer_beginning,nb_url
76,963041,False,True,https://github.com/deFang/Machine-Learning-Clustering-Retrieval/blob/5566543df7535dfba12a6ca6e350d38209354187/week6/.ipynb_checkpoints/6_hierarchical_clustering_blank-checkpoint.ipynb
77,459847,False,True,https://github.com/abhishekanand/DS4UX/blob/8e6a75215a73e8c1692483c40ac36e3b3279b57d/week8/notebooks/Wiki%20shows.ipynb
78,1230216,True,False,https://github.com/kyle5794/Final_year_project/blob/3b42fabe9e9c1d3c8b42d7e9aeac437f15aa93f5/phase1/Mining%20data.ipynb
79,1125592,False,True,https://github.com/neonrights/neonrights.github.io/blob/66be078047efd88760b66f977652717c9ba1f125/examples/fsm_test%20(errors).ipynb
80,122522,False,True,https://github.com/arnaudmiribel/ada_homework/blob/1f3fac11f92731343e1403db7af7101a05706fa0/04%20-%20Applied%20ML/src/task0-Preprocessing.ipynb
81,376995,False,True,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/4.stats_for_data_analysis/Train_notebooks/stat.bootstrap_intervals/stat.bootstrap_intervals.ipynb
82,1042121,True,False,https://github.com/SujathaSubramanian/Machine-Learning--UW/blob/a4cf65771ae97f15a7813c5cebb59f4280671bbf/Course%202/Week1/PhillyCrime.ipynb
83,984170,True,False,https://github.com/mrocklin/dask-workshop/blob/fc67a93415469d705028ea2dc9113e109b69cfec/02-dask-dataframes.ipynb
84,458296,True,False,https://github.com/yannche/pyCommon/blob/f8262566810cd90abb36ce02ea116ffff1a7ce9f/notebooks/sklearn_scipy2013_tutorial/rendered_notebooks/04.1_supervised_classification.ipynb
85,375945,False,True,https://github.com/camaris/CsvFingerprint/blob/0a993b2ac20aa8dfe7deca0d2b08bf36c8730431/dev_notebooks/.ipynb_checkpoints/FingerprintPandasV4_Python34-checkpoint.ipynb
86,6321,False,True,https://github.com/neonrights/neonrights.github.io/blob/66be078047efd88760b66f977652717c9ba1f125/examples/bayesnet_asia.ipynb
87,962960,False,True,https://github.com/deFang/Machine-Learning-Clustering-Retrieval/blob/5566543df7535dfba12a6ca6e350d38209354187/week6/6_hierarchical_clustering_blank.ipynb
88,243078,False,True,https://github.com/gseva/haskell-docs/blob/cdf0c678a9bb1bd3576f161d05e9754b9461a909/presentacion/src/10.Monadas.ipynb
89,445959,False,True,https://github.com/vyachegrinko/Python_for_Data_Science/blob/beaac78d202f4929c8ea62421bead62540f10f33/Python_for_Data_Science_all.ipynb
90,276119,False,True,https://github.com/jam1245/Visualizations/blob/6b3e50f3e1ae95f767f28d067a0f59f9b45af6b9/modules/module1/answers/L1_Anscombe_Practice_Answer.ipynb
91,737972,True,False,https://github.com/cathyhellokitty1227/Udacity_Projects/blob/81c6b38e60cc9eb00194d6c785a42fe6b4b8cb1b/Student_Intervention/student_intervention.ipynb
92,643391,True,False,https://github.com/SujathaSubramanian/Machine-Learning--UW/blob/a4cf65771ae97f15a7813c5cebb59f4280671bbf/Course%202/Week6/.ipynb_checkpoints/week-6-local-regression-assignment-blank-checkpoint.ipynb
93,232395,False,True,https://github.com/L4brax/ml_antoine_hess/blob/5c460094c17d022dd4f14bb2e2e7fe158dd028a2/Evaluations/.ipynb_checkpoints/rapport_final_barthelemy_pousset-checkpoint.ipynb
94,375824,False,True,https://github.com/camaris/CsvFingerprint/blob/0a993b2ac20aa8dfe7deca0d2b08bf36c8730431/dev_notebooks/FingerprintPandasV4_Python34.ipynb
95,994031,False,True,https://github.com/jwilber/python_nlp/blob/0d440b71dfeb5a10267df7ab08b4969de16339ef/2.%20Accessing%20Text%20Corpora%20and%20Lexical%20Resources.ipynb
96,915053,False,True,https://github.com/kamidox/pandas_tutor/blob/733482ae48e450fe7408878257b149a6ceaf8d73/12.data_visualization.ipynb
97,1010865,True,False,"https://github.com/Davidjohnwilson/notes/blob/c96216820b3c5fa5cd7f83cb33fb9209f7272ce7/Meetups/SF%20Python%20-%20July%2020,%202016.ipynb"
98,390465,True,False,https://github.com/yannche/pyCommon/blob/f8262566810cd90abb36ce02ea116ffff1a7ce9f/notebooks/sklearn_scipy2013_tutorial/rendered_notebooks/03_basic_principles_of_machine_learning.ipynb
99,713911,True,False,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/2.supervised_learning/Homeworks/overfitting_students/OverfittingTask.ipynb
100,9258,False,True,https://github.com/neonrights/neonrights.github.io/blob/66be078047efd88760b66f977652717c9ba1f125/examples/hmm_fsm_comparison%20(errors).ipynb
101,940374,True,False,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/2.supervised_learning/Homeworks/overfitting_students/.ipynb_checkpoints/OverfittingTask_Vla-checkpoint.ipynb
102,771763,True,False,https://github.com/SujathaSubramanian/Machine-Learning--UW/blob/a4cf65771ae97f15a7813c5cebb59f4280671bbf/Course%202/Week6/week-6-local-regression-assignment.ipynb
103,1197769,True,False,https://github.com/PacktPublishing/Apache-Spark-2-for-Beginners/blob/164b8bbab1c86cba30b362154001b0e917aaf8cb/Code_Chapter%202/Code/Python/.ipynb_checkpoints/StarterApp-checkpoint.ipynb
104,727174,False,True,https://github.com/JEJodesty/presidential_candidate_tweet_topic_analysis/blob/a10c3d545701db4992ff348b01a1d591d3df97f9/presidential_candidate_tweet_topic_analysis.ipynb
105,498647,False,True,https://github.com/gittank/notebooks/blob/d1da41b821bd7c3c6ff5714826ab71b82dede669/archive/ROCK's%20Data%20INCLUDING%20RCT008.ipynb
106,172449,True,False,https://github.com/yannche/pyCommon/blob/f8262566810cd90abb36ce02ea116ffff1a7ce9f/notebooks/sklearn_scipy2013_tutorial/notebooks/05.1_application_to_face_recognition.ipynb
107,612683,False,True,https://github.com/MarchMadnessCS109/project/blob/0e5292eeb668b45246e8c1fee8d754110c1f0f94/FINAL_MODEL_WITH_PCA.ipynb
108,30648,True,False,https://github.com/psygrammer/dprl/blob/c4bdd243d0585c61e22ebb5fb3e6830d231c973e/part1/OA/ch02/Finding%20Advertising%20Keywards%20on%20Web%20Pages.ipynb
109,608445,True,False,https://github.com/SujathaSubramanian/Machine-Learning--UW/blob/a4cf65771ae97f15a7813c5cebb59f4280671bbf/Course%202/Week5/.ipynb_checkpoints/Overfitting_Demo_Ridge_Lasso-checkpoint.ipynb
110,526801,True,False,https://github.com/debimax/cours-debimax/blob/13422648078d87db9dbbe176761b19092f608483/flask.ipynb
111,273933,True,False,https://github.com/rodrigowang/student_intervention/blob/ee826b42e42e24b1c0fa5d8ce18323cbd76942d0/student_intervention.ipynb
112,950886,False,True,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/2.supervised_learning/Homeworks/lin_reg_AD_sokyrsniki/peer_review_linreg_height_weight_rtarasov.ipynb
113,843428,True,False,https://github.com/cw-andrews/cohpy_challenge_2016_04/blob/78cd9810005cbcb058f10b8b8b82bccd94fecb73/text_counter/venv/lib/python3.5/site-packages/nbformat/tests/test2.ipynb
114,1256747,True,False,https://github.com/Clique-CS109/project/blob/140fcf84891c536f261fba6afb151babe13157b9/.ipynb_checkpoints/FinalProject_ProcessBook_General-checkpoint.ipynb
115,24518,False,True,https://github.com/sujoyde89/kaggle-datasets/blob/c1f424f9ce755d4bf1f7bb15cc68e02d53f7a077/house-prices/House%20Prices%20Regression.ipynb
116,343822,False,True,https://github.com/Chuphay/python/blob/e158abd0d0105d8be2951cb85b90b766637d7192/ipy/ipy/.ipynb_checkpoints/blog_6_7_14-checkpoint.ipynb
117,384004,True,False,https://github.com/HoraGoD/practice-of-python/blob/9764e34905d9fee9f4d6cb4588ed503440359d89/Untitled1.ipynb
118,472612,False,True,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/4.stats_for_data_analysis/Train_notebooks/stat.hi2_test/stat.hi2_test.ipynb
119,698430,False,True,https://github.com/tuanavu/udacity-course/blob/b50666435d582322abe7c97dd2b7dd6950adc41c/deep_learning/1_machine_learning_to_deep_learning/.ipynb_checkpoints/L1%20Machine%20Learning%20to%20Deep%20Learning-checkpoint.ipynb
120,622254,False,True,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/1.math_and_python/Train_notebooks/vector_operations.ipynb
121,914294,False,True,https://github.com/neonrights/neonrights.github.io/blob/66be078047efd88760b66f977652717c9ba1f125/examples/fsm_example.ipynb
122,1058225,False,True,https://github.com/dymaxionkim/My-Jupyter-Notebooks/blob/cebcc0532578e98abce3b0fcd071e4f50bcf2acc/.ipynb_checkpoints/20170124_ODE-checkpoint.ipynb
123,375823,False,True,https://github.com/camaris/CsvFingerprint/blob/0a993b2ac20aa8dfe7deca0d2b08bf36c8730431/dev_notebooks/.ipynb_checkpoints/FingerprintPandasV3-checkpoint.ipynb
124,960261,False,True,https://github.com/ekaterinalev/PUI2016_el2666/blob/0af8703ce691fefb7a06ac07fe6444822c7a5e03/HW3_el2666/Assignment_2_el2666%20(1).ipynb
125,9725,False,True,https://github.com/Chuphay/python/blob/e158abd0d0105d8be2951cb85b90b766637d7192/ipy/ipy/.ipynb_checkpoints/ML41-checkpoint.ipynb
126,742563,True,False,https://github.com/kingsman142/Projects/blob/8ab1bfcf2964b0d20fecf3677a7583b3a42d7ade/Udacity/student_intervention/student_intervention.ipynb
127,124681,True,False,https://github.com/ProfessorBrunner/rp-pds15/blob/cb116cb8b41b4bdf0b411b386dcdfabc774ea45e/Week1/intro2github.ipynb
128,353858,True,False,https://github.com/PatrickMockridge/SpringBoard-Data-Science-Intensive/blob/83b9fd25fcabf8a457bc03bebf1b9b1b35929f49/hospital_readmit/.ipynb_checkpoints/sliderule_dsi_inferential_statistics_exercise_3-checkpoint.ipynb
129,912221,False,True,https://github.com/weihuayi/fealpy/blob/b36a5803a490ac35618d20b6a0f1a06ab8f70b40/doc/Python3-lecture.ipynb
130,6346,True,False,https://github.com/PacktPublishing/Apache-Spark-2-for-Beginners/blob/164b8bbab1c86cba30b362154001b0e917aaf8cb/Code_Chapter%202/Code/Python/IPythonNotebooks/StarterApp.ipynb
131,501161,True,False,https://github.com/tphinkle/pore_stats/blob/ab6ee6bf1ce25cf1b27a6d7edbec094aeac75a90/.ipynb_checkpoints/pore_stats-checkpoint.ipynb
132,296860,False,True,https://github.com/BoskoKukobat/Projekat-iz-soft-computinga/blob/89350b24f49fa253467cef85382d15bef86218d2/projekat.ipynb
133,895813,False,True,https://github.com/yuhwangg/deeplearning/blob/add8341adbc0273fa4cf9411f0c313d2b1140e6a/8_variational_autoencoder.ipynb
134,704097,False,True,https://github.com/ghuiber/ncsu_analyze/blob/faf13d0ab00c5fb3433669075fa72d3910b28bcb/2015-01-29-ncsu-material-ncsu-data/novice/python/07-errors.ipynb
135,62885,True,False,https://github.com/PacktPublishing/Apache-Spark-2-for-Beginners/blob/164b8bbab1c86cba30b362154001b0e917aaf8cb/Code_Chapter%202/Code/Python/IPythonNotebooks/JoinsApp.ipynb
136,266880,False,True,https://github.com/gseva/haskell-docs/blob/cdf0c678a9bb1bd3576f161d05e9754b9461a909/presentacion/src/Haskell.ipynb
137,699317,True,False,https://github.com/mirouxbt/CarND-Traffic-Signs/blob/16ff6f0e1e17ce9a2ffaa0b0a4195b16a7d7f691/Traffic_Signs_Recognition.ipynb
138,922642,True,False,https://github.com/jctheduke/Machine-Learning/blob/6429a6ebe9c0644d31bd42328ad10201f9ee947d/NanoDegree/smartcab/smartcab/smartcab.ipynb
139,903532,True,False,https://github.com/menxia/Udacity-machine-learning-engineer-nanodegree/blob/4d333f63e15edcba0b6ed29507dea37bcdf1c7bb/P4.Reinforcement%20Learning/project/smartcab-master/smartcab.ipynb
140,781235,False,True,https://github.com/abdulmuneer/advanced_python_global_edge_Oct2015/blob/091f00233546ab13ece19c35b9b417e8f9d8ee12/day1/session2/.ipynb_checkpoints/OOAD-inheritance-checkpoint.ipynb
141,281430,False,True,https://github.com/abdulmuneer/advanced_python_global_edge_Oct2015/blob/091f00233546ab13ece19c35b9b417e8f9d8ee12/day2/session2/packaging_debugging.ipynb
142,166163,False,True,https://github.com/debimax/cours-debimax/blob/372053e31518e1150f4762a03b3a210df03d3eaa/non-donne/.ipynb_checkpoints/pyglet%20cours-checkpoint.ipynb
143,784383,True,False,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/2.supervised_learning/Homeworks/overfitting_students/.ipynb_checkpoints/course2_week2_assignment1-checkpoint.ipynb
144,933568,False,True,https://github.com/ArtemKupriyanov/MOOC-COURSES/blob/21efc69b5061b96efdb9b59d6a4a9961436c1a81/ML-MIPT-Yandex-spec/2.supervised_learning/Homeworks/lin_reg_AD_sokyrsniki/.ipynb_checkpoints/peer_review_linreg_height_weight-2-checkpoint.ipynb
145,564476,True,False,https://github.com/ayoung01/chem160/blob/cedc9e5eea443d81b83750e022842c07cc7190df/psets/.ipynb_checkpoints/Postulates_ProblemSet_Albert_Young-checkpoint.ipynb
